2017 Oct 12 15:09:47 [9] INFO  - |||Production Version|||No Equity Longs (Method 1)|||No Net Notional Eq Long (Method 2)||
2017 Oct 12 15:09:52 [9] INFO  - |Date|Reg/Cross|Trend+Counter|Trend|Counter|Trend+Counter|Trend|Counter|Trend+Counter|Trend|Counter
2017 Oct 12 15:09:55 [9] INFO  - |6/15/2007 12:00:00 AM|0.00583479794520544|0.0124276405593605|0.0142422053196347|-0.00184586574200913|0.00932108544520527|0.0107853362785388|-0.00148226469178082|0.00991555399543359|0.0107573682420091|-0.000868618059360737
2017 Oct 12 15:09:55 [9] INFO  - |6/22/2007 12:00:00 AM|0.0102316104537669|0.00409823533105041|0.00396824969178095|0.000237236015981766|0.00198169679223764|0.00161911442922391|0.000469832739726048|0.00157498144406404|0.00165266659817359|5.1236284246612E-05
2017 Oct 12 15:09:56 [9] INFO  - |6/29/2007 12:00:00 AM|0.00836239386986283|-0.00312719021689495|-0.00372436712328772|0.000731955582191773|-0.00361526261415521|-0.00419466352739747|0.000709156757990853|-0.00319418865867582|-0.00434617128995429|0.00128173847602738
2017 Oct 12 15:09:57 [9] INFO  - |7/6/2007 12:00:00 AM|0.010355806472603|0.0462876730422373|0.0516846084246576|-0.00547745180936075|0.0444097656678081|0.0493814352283106|-0.00506557761986302|0.0448825877796803|0.0493617904794521|-0.00456597605593609
2017 Oct 12 15:09:57 [9] INFO  - |7/13/2007 12:00:00 AM|0.0119144821746577|-0.00658578618721478|-0.00741894478310517|0.000891961289954349|-0.00691476297945218|-0.00775530818493164|0.000892845570776256|-0.00674863856164398|-0.00780968974885859|0.00111494972602741
2017 Oct 12 15:09:57 [9] INFO  - |7/20/2007 12:00:00 AM|-0.00773628442636987|-0.00879950815639263|-0.0101804752625571|0.00134643756278538|-0.00773853387557086|-0.00903689002283098|0.00125885228881279|-0.00782286203767113|-0.00902815257990863|0.00117651727739725
2017 Oct 12 15:09:57 [9] INFO  - |7/27/2007 12:00:00 AM|1.55612585614057E-05|-0.0191481478196346|-0.0233463664041095|0.00413700559360733|-0.0127890917237441|-0.0162868025114155|0.00352567722602742|-0.0138330903995433|-0.0162868025114155|0.00248167855022833
2017 Oct 12 15:09:57 [9] INFO  - |8/3/2007 12:00:00 AM|-0.00676796678082165|-0.00423221723173517|-0.00424075543949765|0.000100934023972606|-0.0028630711358448|-0.00284616659246573|8.39287385844753E-05|-0.00280862094178091|-0.00298432604452054|0.000145698116438369
2017 Oct 12 15:09:57 [9] INFO  - |8/10/2007 12:00:00 AM|0.00872996518835574|-0.0144371542694064|-0.011375453413242|-0.00324155283105029|-0.0146677516666669|-0.0105971335159817|-0.00419355320776263|-0.0130447450570776|-0.010463426392694|-0.00273322204337906
2017 Oct 12 15:09:58 [9] INFO  - |8/17/2007 12:00:00 AM|0.0108807480736305|0.00606549366438375|-0.0137958410331052|0.0201203988641554|0.00970734284246602|-0.0123991030536531|0.0224615609760276|0.00240054425799113|-0.0129074205422376|0.0155160842522833
2017 Oct 12 15:09:58 [9] INFO  - |8/24/2007 12:00:00 AM|0.0288361933133563|0.0126759177796805|0.0125840574143836|0.000292722654109536|0.00853837896689508|0.00968769736872141|-0.000917809309360772|0.0115618059874431|0.00854829687214609|0.00300657818493146
2017 Oct 12 15:09:58 [9] INFO  - |8/31/2007 12:00:00 AM|0.0035477231078766|0.0190805036301369|0.00635648172945202|0.0125781214440639|0.0165446740296803|0.00470964488013723|0.0117409923344748|0.0179825289497715|0.00308106505707778|0.0148326738812785
2017 Oct 12 15:09:58 [9] INFO  - |9/7/2007 12:00:00 AM|0.0105943753082191|0.00306934256278502|-0.0075211048858449|0.0106686967408674|0.00571356423515942|-0.00499220358447516|0.0107120940525112|0.00366033807077593|-0.00804394095890443|0.0117842802853879
