2017 Oct 11 16:57:47 [9] INFO  - Dates,Mean Reversion 
2017 Oct 11 16:57:50 [9] INFO  - 11/11/2008 12:00:00 AM,-0.00568
2017 Oct 11 16:57:50 [9] INFO  - 11/12/2008 12:00:00 AM,-0.00595
2017 Oct 11 16:57:50 [9] INFO  - 11/13/2008 12:00:00 AM,0.00317
2017 Oct 11 16:57:50 [9] INFO  - 11/14/2008 12:00:00 AM,-0.00089
2017 Oct 11 16:57:50 [9] INFO  - 11/17/2008 12:00:00 AM,0.00172
2017 Oct 11 16:57:50 [9] INFO  - 11/18/2008 12:00:00 AM,-0.00215
2017 Oct 11 16:57:50 [9] INFO  - 11/19/2008 12:00:00 AM,-0.00501
2017 Oct 11 16:57:50 [9] INFO  - 11/20/2008 12:00:00 AM,-0.00232
2017 Oct 11 16:57:50 [9] INFO  - 11/21/2008 12:00:00 AM,0.00335
2017 Oct 11 16:57:50 [9] INFO  - 11/24/2008 12:00:00 AM,-0.0027
2017 Oct 11 16:57:50 [9] INFO  - 11/25/2008 12:00:00 AM,0.01745
2017 Oct 11 16:57:50 [9] INFO  - 11/26/2008 12:00:00 AM,-0.00353
2017 Oct 11 16:57:50 [9] INFO  - 11/28/2008 12:00:00 AM,0.01335
2017 Oct 11 16:57:50 [9] INFO  - 12/1/2008 12:00:00 AM,-0.00386
2017 Oct 11 16:57:50 [9] INFO  - 12/2/2008 12:00:00 AM,0.0003
2017 Oct 11 16:57:50 [9] INFO  - 12/3/2008 12:00:00 AM,-0.00659
2017 Oct 11 16:57:50 [9] INFO  - 12/4/2008 12:00:00 AM,0.0041
2017 Oct 11 16:57:50 [9] INFO  - 12/5/2008 12:00:00 AM,0.00127
2017 Oct 11 16:57:50 [9] INFO  - 12/8/2008 12:00:00 AM,0.00106
2017 Oct 11 16:57:50 [9] INFO  - 12/9/2008 12:00:00 AM,0.00547
2017 Oct 11 16:57:50 [9] INFO  - 12/10/2008 12:00:00 AM,0.02368
2017 Oct 11 16:57:50 [9] INFO  - 12/11/2008 12:00:00 AM,0.01038
2017 Oct 11 16:57:50 [9] INFO  - 12/12/2008 12:00:00 AM,0.00935
2017 Oct 11 16:57:50 [9] INFO  - 12/15/2008 12:00:00 AM,0.00029
2017 Oct 11 16:57:50 [9] INFO  - 12/16/2008 12:00:00 AM,0.00182
2017 Oct 11 16:57:50 [9] INFO  - 12/17/2008 12:00:00 AM,0.00641
2017 Oct 11 16:57:50 [9] INFO  - 12/18/2008 12:00:00 AM,0.00438
2017 Oct 11 16:57:50 [9] INFO  - 12/19/2008 12:00:00 AM,-0.00145
2017 Oct 11 16:57:50 [9] INFO  - 12/22/2008 12:00:00 AM,0.00856
2017 Oct 11 16:57:50 [9] INFO  - 12/23/2008 12:00:00 AM,-7E-05
2017 Oct 11 16:57:50 [9] INFO  - 12/24/2008 12:00:00 AM,0.00298
2017 Oct 11 16:57:50 [9] INFO  - 12/26/2008 12:00:00 AM,
2017 Oct 11 16:57:50 [9] INFO  - 12/29/2008 12:00:00 AM,-0.00413
2017 Oct 11 16:57:50 [9] INFO  - 12/30/2008 12:00:00 AM,0.00097
2017 Oct 11 16:57:50 [9] INFO  - 12/31/2008 12:00:00 AM,0.00237
2017 Oct 11 16:57:50 [9] INFO  - 1/2/2009 12:00:00 AM,0.0039
2017 Oct 11 16:57:50 [9] INFO  - 1/5/2009 12:00:00 AM,0.00799
2017 Oct 11 16:57:50 [9] INFO  - 1/6/2009 12:00:00 AM,0.0095
2017 Oct 11 16:57:50 [9] INFO  - 1/7/2009 12:00:00 AM,0.00076
2017 Oct 11 16:57:50 [9] INFO  - 1/8/2009 12:00:00 AM,0.00862
2017 Oct 11 16:57:50 [9] INFO  - 1/9/2009 12:00:00 AM,0.00496
2017 Oct 11 16:57:50 [9] INFO  - 1/12/2009 12:00:00 AM,-0.00189
2017 Oct 11 16:57:50 [9] INFO  - 1/13/2009 12:00:00 AM,0.0045
2017 Oct 11 16:57:50 [9] INFO  - 1/14/2009 12:00:00 AM,-0.00188
2017 Oct 11 16:57:50 [9] INFO  - 1/15/2009 12:00:00 AM,-0.00019
2017 Oct 11 16:57:50 [9] INFO  - 1/16/2009 12:00:00 AM,0.00154
2017 Oct 11 16:57:50 [9] INFO  - 1/20/2009 12:00:00 AM,-0.00667
2017 Oct 11 16:57:50 [9] INFO  - 1/21/2009 12:00:00 AM,-0.00039
2017 Oct 11 16:57:50 [9] INFO  - 1/22/2009 12:00:00 AM,-0.00122
2017 Oct 11 16:57:50 [9] INFO  - 1/23/2009 12:00:00 AM,-0.00366
2017 Oct 11 16:57:50 [9] INFO  - 1/26/2009 12:00:00 AM,0.00157
2017 Oct 11 16:57:50 [9] INFO  - 1/27/2009 12:00:00 AM,0.00903
2017 Oct 11 16:57:50 [9] INFO  - 1/28/2009 12:00:00 AM,0.0053
2017 Oct 11 16:57:50 [9] INFO  - 1/29/2009 12:00:00 AM,-0.00391
2017 Oct 11 16:57:50 [9] INFO  - 1/30/2009 12:00:00 AM,-0.00291
2017 Oct 11 16:57:50 [9] INFO  - 2/2/2009 12:00:00 AM,-0.00286
2017 Oct 11 16:57:50 [9] INFO  - 2/3/2009 12:00:00 AM,0.00995
2017 Oct 11 16:57:50 [9] INFO  - 2/4/2009 12:00:00 AM,0.00591
2017 Oct 11 16:57:50 [9] INFO  - 2/5/2009 12:00:00 AM,-0.01038
2017 Oct 11 16:57:50 [9] INFO  - 2/6/2009 12:00:00 AM,0.0045
2017 Oct 11 16:57:50 [9] INFO  - 2/9/2009 12:00:00 AM,0.0071
2017 Oct 11 16:57:50 [9] INFO  - 2/10/2009 12:00:00 AM,-0.00017
2017 Oct 11 16:57:50 [9] INFO  - 2/11/2009 12:00:00 AM,0.00117
2017 Oct 11 16:57:50 [9] INFO  - 2/12/2009 12:00:00 AM,0.00142
2017 Oct 11 16:57:50 [9] INFO  - 2/13/2009 12:00:00 AM,-0.00213
2017 Oct 11 16:57:50 [9] INFO  - 2/17/2009 12:00:00 AM,-0.00318
2017 Oct 11 16:57:50 [9] INFO  - 2/18/2009 12:00:00 AM,-0.0069
2017 Oct 11 16:57:50 [9] INFO  - 2/19/2009 12:00:00 AM,-0.00793
2017 Oct 11 16:57:50 [9] INFO  - 2/20/2009 12:00:00 AM,0.00038
2017 Oct 11 16:57:50 [9] INFO  - 2/23/2009 12:00:00 AM,-0.00034
2017 Oct 11 16:57:50 [9] INFO  - 2/24/2009 12:00:00 AM,0.0038
2017 Oct 11 16:57:50 [9] INFO  - 2/25/2009 12:00:00 AM,-0.00186
2017 Oct 11 16:57:50 [9] INFO  - 2/26/2009 12:00:00 AM,-0.00416
2017 Oct 11 16:57:50 [9] INFO  - 2/27/2009 12:00:00 AM,-0.00217
2017 Oct 11 16:57:50 [9] INFO  - 3/2/2009 12:00:00 AM,-0.0081
2017 Oct 11 16:57:50 [9] INFO  - 3/3/2009 12:00:00 AM,0.00318
2017 Oct 11 16:57:50 [9] INFO  - 3/4/2009 12:00:00 AM,0.00184
2017 Oct 11 16:57:50 [9] INFO  - 3/5/2009 12:00:00 AM,-0.00795
2017 Oct 11 16:57:50 [9] INFO  - 3/6/2009 12:00:00 AM,-0.00386
2017 Oct 11 16:57:50 [9] INFO  - 3/9/2009 12:00:00 AM,0.00113
2017 Oct 11 16:57:50 [9] INFO  - 3/10/2009 12:00:00 AM,0.00489
2017 Oct 11 16:57:50 [9] INFO  - 3/11/2009 12:00:00 AM,0.00253
2017 Oct 11 16:57:50 [9] INFO  - 3/12/2009 12:00:00 AM,0.00612
2017 Oct 11 16:57:50 [9] INFO  - 3/13/2009 12:00:00 AM,0.01065
2017 Oct 11 16:57:50 [9] INFO  - 3/16/2009 12:00:00 AM,0.00459
2017 Oct 11 16:57:50 [9] INFO  - 3/17/2009 12:00:00 AM,0.0041
2017 Oct 11 16:57:50 [9] INFO  - 3/18/2009 12:00:00 AM,0.00351
2017 Oct 11 16:57:50 [9] INFO  - 3/19/2009 12:00:00 AM,0.01135
2017 Oct 11 16:57:50 [9] INFO  - 3/20/2009 12:00:00 AM,-0.00285
2017 Oct 11 16:57:50 [9] INFO  - 3/23/2009 12:00:00 AM,-0.00294
2017 Oct 11 16:57:50 [9] INFO  - 3/24/2009 12:00:00 AM,0.00362
2017 Oct 11 16:57:50 [9] INFO  - 3/25/2009 12:00:00 AM,0.01024
2017 Oct 11 16:57:50 [9] INFO  - 3/26/2009 12:00:00 AM,0.01106
2017 Oct 11 16:57:50 [9] INFO  - 3/27/2009 12:00:00 AM,0.00204
2017 Oct 11 16:57:50 [9] INFO  - 3/30/2009 12:00:00 AM,0.00338
2017 Oct 11 16:57:50 [9] INFO  - 3/31/2009 12:00:00 AM,-0.00128
2017 Oct 11 16:57:50 [9] INFO  - 4/1/2009 12:00:00 AM,-0.00228
2017 Oct 11 16:57:50 [9] INFO  - 4/2/2009 12:00:00 AM,-0.00134
2017 Oct 11 16:57:50 [9] INFO  - 4/3/2009 12:00:00 AM,0.00623
2017 Oct 11 16:57:50 [9] INFO  - 4/6/2009 12:00:00 AM,0.00699
2017 Oct 11 16:57:50 [9] INFO  - 4/7/2009 12:00:00 AM,0.01006
2017 Oct 11 16:57:50 [9] INFO  - 4/8/2009 12:00:00 AM,-0.00094
2017 Oct 11 16:57:50 [9] INFO  - 4/9/2009 12:00:00 AM,0.00274
2017 Oct 11 16:57:50 [9] INFO  - 4/13/2009 12:00:00 AM,
2017 Oct 11 16:57:50 [9] INFO  - 4/14/2009 12:00:00 AM,0.00954
2017 Oct 11 16:57:50 [9] INFO  - 4/15/2009 12:00:00 AM,0.00747
2017 Oct 11 16:57:50 [9] INFO  - 4/16/2009 12:00:00 AM,0.01227
2017 Oct 11 16:57:50 [9] INFO  - 4/17/2009 12:00:00 AM,0.00907
2017 Oct 11 16:57:50 [9] INFO  - 4/20/2009 12:00:00 AM,0.00438
2017 Oct 11 16:57:50 [9] INFO  - 4/21/2009 12:00:00 AM,-0.002
2017 Oct 11 16:57:50 [9] INFO  - 4/22/2009 12:00:00 AM,-0.00332
2017 Oct 11 16:57:50 [9] INFO  - 4/23/2009 12:00:00 AM,0.01233
2017 Oct 11 16:57:50 [9] INFO  - 4/24/2009 12:00:00 AM,0.0036
2017 Oct 11 16:57:50 [9] INFO  - 4/27/2009 12:00:00 AM,0.00584
2017 Oct 11 16:57:50 [9] INFO  - 4/28/2009 12:00:00 AM,0.00391
2017 Oct 11 16:57:50 [9] INFO  - 4/29/2009 12:00:00 AM,0.00522
2017 Oct 11 16:57:50 [9] INFO  - 4/30/2009 12:00:00 AM,0.00447
2017 Oct 11 16:57:50 [9] INFO  - 5/1/2009 12:00:00 AM,
2017 Oct 11 16:57:50 [9] INFO  - 5/4/2009 12:00:00 AM,0.01067
2017 Oct 11 16:57:50 [9] INFO  - 5/5/2009 12:00:00 AM,0.00604
2017 Oct 11 16:57:50 [9] INFO  - 5/6/2009 12:00:00 AM,-0.00076
2017 Oct 11 16:57:50 [9] INFO  - 5/7/2009 12:00:00 AM,0.00351
2017 Oct 11 16:57:50 [9] INFO  - 5/8/2009 12:00:00 AM,0.00675
2017 Oct 11 16:57:50 [9] INFO  - 5/11/2009 12:00:00 AM,0.00233
2017 Oct 11 16:57:50 [9] INFO  - 5/12/2009 12:00:00 AM,0.00396
2017 Oct 11 16:57:50 [9] INFO  - 5/13/2009 12:00:00 AM,0.00851
2017 Oct 11 16:57:50 [9] INFO  - 5/14/2009 12:00:00 AM,0.00364
2017 Oct 11 16:57:50 [9] INFO  - 5/15/2009 12:00:00 AM,-0.00101
2017 Oct 11 16:57:50 [9] INFO  - 5/18/2009 12:00:00 AM,-0.00491
2017 Oct 11 16:57:50 [9] INFO  - 5/19/2009 12:00:00 AM,0.00413
2017 Oct 11 16:57:50 [9] INFO  - 5/20/2009 12:00:00 AM,0.00377
2017 Oct 11 16:57:50 [9] INFO  - 5/21/2009 12:00:00 AM,0.00024
2017 Oct 11 16:57:50 [9] INFO  - 5/22/2009 12:00:00 AM,-0.00036
2017 Oct 11 16:57:50 [9] INFO  - 5/26/2009 12:00:00 AM,0.00214
2017 Oct 11 16:57:50 [9] INFO  - 5/27/2009 12:00:00 AM,0.00455
2017 Oct 11 16:57:50 [9] INFO  - 5/28/2009 12:00:00 AM,0.0001
2017 Oct 11 16:57:50 [9] INFO  - 5/29/2009 12:00:00 AM,0.00087
2017 Oct 11 16:57:50 [9] INFO  - 6/1/2009 12:00:00 AM,-0.00283
2017 Oct 11 16:57:50 [9] INFO  - 6/2/2009 12:00:00 AM,0.00136
2017 Oct 11 16:57:50 [9] INFO  - 6/3/2009 12:00:00 AM,-0.00115
2017 Oct 11 16:57:50 [9] INFO  - 6/4/2009 12:00:00 AM,0.00296
2017 Oct 11 16:57:50 [9] INFO  - 6/5/2009 12:00:00 AM,-0.00364
2017 Oct 11 16:57:50 [9] INFO  - 6/8/2009 12:00:00 AM,0.00129
2017 Oct 11 16:57:50 [9] INFO  - 6/9/2009 12:00:00 AM,-0.00172
2017 Oct 11 16:57:50 [9] INFO  - 6/10/2009 12:00:00 AM,0.00223
2017 Oct 11 16:57:50 [9] INFO  - 6/11/2009 12:00:00 AM,0.00062
2017 Oct 11 16:57:50 [9] INFO  - 6/12/2009 12:00:00 AM,0.00366
2017 Oct 11 16:57:50 [9] INFO  - 6/15/2009 12:00:00 AM,-0.00087
2017 Oct 11 16:57:50 [9] INFO  - 6/16/2009 12:00:00 AM,0.00394
2017 Oct 11 16:57:50 [9] INFO  - 6/17/2009 12:00:00 AM,-0.00334
2017 Oct 11 16:57:50 [9] INFO  - 6/18/2009 12:00:00 AM,0.00311
2017 Oct 11 16:57:50 [9] INFO  - 6/19/2009 12:00:00 AM,0.00593
2017 Oct 11 16:57:50 [9] INFO  - 6/22/2009 12:00:00 AM,9E-05
2017 Oct 11 16:57:50 [9] INFO  - 6/23/2009 12:00:00 AM,0.00383
2017 Oct 11 16:57:50 [9] INFO  - 6/24/2009 12:00:00 AM,0.00459
2017 Oct 11 16:57:50 [9] INFO  - 6/25/2009 12:00:00 AM,-2E-05
2017 Oct 11 16:57:50 [9] INFO  - 6/26/2009 12:00:00 AM,-0.00218
2017 Oct 11 16:57:50 [9] INFO  - 6/29/2009 12:00:00 AM,0.0041
2017 Oct 11 16:57:50 [9] INFO  - 6/30/2009 12:00:00 AM,0.00177
2017 Oct 11 16:57:50 [9] INFO  - 7/1/2009 12:00:00 AM,0.00023
2017 Oct 11 16:57:50 [9] INFO  - 7/2/2009 12:00:00 AM,-0.00455
2017 Oct 11 16:57:50 [9] INFO  - 7/6/2009 12:00:00 AM,-0.00062
2017 Oct 11 16:57:50 [9] INFO  - 7/7/2009 12:00:00 AM,0.00023
2017 Oct 11 16:57:50 [9] INFO  - 7/8/2009 12:00:00 AM,0.00223
2017 Oct 11 16:57:50 [9] INFO  - 7/9/2009 12:00:00 AM,0.00085
2017 Oct 11 16:57:50 [9] INFO  - 7/10/2009 12:00:00 AM,-0.00113
2017 Oct 11 16:57:50 [9] INFO  - 7/13/2009 12:00:00 AM,0.00093
2017 Oct 11 16:57:50 [9] INFO  - 7/14/2009 12:00:00 AM,-0.00066
2017 Oct 11 16:57:50 [9] INFO  - 7/15/2009 12:00:00 AM,0.001
2017 Oct 11 16:57:50 [9] INFO  - 7/16/2009 12:00:00 AM,-0.00109
2017 Oct 11 16:57:50 [9] INFO  - 7/17/2009 12:00:00 AM,-0.00204
2017 Oct 11 16:57:50 [9] INFO  - 7/20/2009 12:00:00 AM,0.00298
2017 Oct 11 16:57:50 [9] INFO  - 7/21/2009 12:00:00 AM,0.00115
2017 Oct 11 16:57:50 [9] INFO  - 7/22/2009 12:00:00 AM,-0.00119
2017 Oct 11 16:57:50 [9] INFO  - 7/23/2009 12:00:00 AM,-0.00325
2017 Oct 11 16:57:50 [9] INFO  - 7/24/2009 12:00:00 AM,-0.00061
2017 Oct 11 16:57:50 [9] INFO  - 7/27/2009 12:00:00 AM,0.00141
2017 Oct 11 16:57:50 [9] INFO  - 7/28/2009 12:00:00 AM,0.00686
2017 Oct 11 16:57:50 [9] INFO  - 7/29/2009 12:00:00 AM,0.00319
2017 Oct 11 16:57:50 [9] INFO  - 7/30/2009 12:00:00 AM,0.00179
2017 Oct 11 16:57:50 [9] INFO  - 7/31/2009 12:00:00 AM,0.0044
2017 Oct 11 16:57:50 [9] INFO  - 8/3/2009 12:00:00 AM,0.00134
2017 Oct 11 16:57:50 [9] INFO  - 8/4/2009 12:00:00 AM,0.00331
2017 Oct 11 16:57:50 [9] INFO  - 8/5/2009 12:00:00 AM,0.00378
2017 Oct 11 16:57:50 [9] INFO  - 8/6/2009 12:00:00 AM,0.00161
2017 Oct 11 16:57:50 [9] INFO  - 8/7/2009 12:00:00 AM,0.00198
2017 Oct 11 16:57:50 [9] INFO  - 8/10/2009 12:00:00 AM,0.00433
2017 Oct 11 16:57:50 [9] INFO  - 8/11/2009 12:00:00 AM,0.00265
2017 Oct 11 16:57:50 [9] INFO  - 8/12/2009 12:00:00 AM,0.00182
2017 Oct 11 16:57:50 [9] INFO  - 8/13/2009 12:00:00 AM,-0.00646
2017 Oct 11 16:57:50 [9] INFO  - 8/14/2009 12:00:00 AM,0.00088
2017 Oct 11 16:57:50 [9] INFO  - 8/17/2009 12:00:00 AM,0.00352
2017 Oct 11 16:57:50 [9] INFO  - 8/18/2009 12:00:00 AM,-0.00099
2017 Oct 11 16:57:50 [9] INFO  - 8/19/2009 12:00:00 AM,-0.00109
2017 Oct 11 16:57:50 [9] INFO  - 8/20/2009 12:00:00 AM,0.00208
2017 Oct 11 16:57:50 [9] INFO  - 8/21/2009 12:00:00 AM,0.0029
2017 Oct 11 16:57:50 [9] INFO  - 8/24/2009 12:00:00 AM,-0.00051
2017 Oct 11 16:57:50 [9] INFO  - 8/25/2009 12:00:00 AM,0.00311
2017 Oct 11 16:57:50 [9] INFO  - 8/26/2009 12:00:00 AM,0.00534
2017 Oct 11 16:57:50 [9] INFO  - 8/27/2009 12:00:00 AM,0.00164
2017 Oct 11 16:57:50 [9] INFO  - 8/28/2009 12:00:00 AM,0.00188
2017 Oct 11 16:57:50 [9] INFO  - 8/31/2009 12:00:00 AM,-0.00121
2017 Oct 11 16:57:50 [9] INFO  - 9/1/2009 12:00:00 AM,0.00188
2017 Oct 11 16:57:50 [9] INFO  - 9/2/2009 12:00:00 AM,0.0008
2017 Oct 11 16:57:50 [9] INFO  - 9/3/2009 12:00:00 AM,-0.0011
2017 Oct 11 16:57:50 [9] INFO  - 9/4/2009 12:00:00 AM,0.00015
2017 Oct 11 16:57:50 [9] INFO  - 9/8/2009 12:00:00 AM,0.00337
2017 Oct 11 16:57:50 [9] INFO  - 9/9/2009 12:00:00 AM,0.00537
2017 Oct 11 16:57:50 [9] INFO  - 9/10/2009 12:00:00 AM,-0.00188
2017 Oct 11 16:57:50 [9] INFO  - 9/11/2009 12:00:00 AM,-1E-05
2017 Oct 11 16:57:50 [9] INFO  - 9/14/2009 12:00:00 AM,-0.0006
2017 Oct 11 16:57:50 [9] INFO  - 9/15/2009 12:00:00 AM,0.00356
2017 Oct 11 16:57:50 [9] INFO  - 9/16/2009 12:00:00 AM,-0.00107
2017 Oct 11 16:57:50 [9] INFO  - 9/17/2009 12:00:00 AM,8E-05
2017 Oct 11 16:57:50 [9] INFO  - 9/18/2009 12:00:00 AM,-0.00029
2017 Oct 11 16:57:50 [9] INFO  - 9/21/2009 12:00:00 AM,0.00154
2017 Oct 11 16:57:50 [9] INFO  - 9/22/2009 12:00:00 AM,0.00085
2017 Oct 11 16:57:50 [9] INFO  - 9/23/2009 12:00:00 AM,0.00049
2017 Oct 11 16:57:50 [9] INFO  - 9/24/2009 12:00:00 AM,-0.00203
2017 Oct 11 16:57:50 [9] INFO  - 9/25/2009 12:00:00 AM,0.00393
2017 Oct 11 16:57:50 [9] INFO  - 9/28/2009 12:00:00 AM,0.00064
2017 Oct 11 16:57:50 [9] INFO  - 9/29/2009 12:00:00 AM,0.00199
2017 Oct 11 16:57:50 [9] INFO  - 9/30/2009 12:00:00 AM,-0.00228
2017 Oct 11 16:57:50 [9] INFO  - 10/1/2009 12:00:00 AM,0.00481
2017 Oct 11 16:57:50 [9] INFO  - 10/2/2009 12:00:00 AM,-0.00296
2017 Oct 11 16:57:50 [9] INFO  - 10/5/2009 12:00:00 AM,-0.0034
2017 Oct 11 16:57:50 [9] INFO  - 10/6/2009 12:00:00 AM,-0.00066
2017 Oct 11 16:57:50 [9] INFO  - 10/7/2009 12:00:00 AM,-0.00163
2017 Oct 11 16:57:50 [9] INFO  - 10/8/2009 12:00:00 AM,-0.00519
2017 Oct 11 16:57:50 [9] INFO  - 10/9/2009 12:00:00 AM,0.00145
2017 Oct 11 16:57:50 [9] INFO  - 10/12/2009 12:00:00 AM,-0.00188
2017 Oct 11 16:57:50 [9] INFO  - 10/13/2009 12:00:00 AM,-0.0003
2017 Oct 11 16:57:50 [9] INFO  - 10/14/2009 12:00:00 AM,-0.0024
2017 Oct 11 16:57:50 [9] INFO  - 10/15/2009 12:00:00 AM,-0.0014
2017 Oct 11 16:57:50 [9] INFO  - 10/16/2009 12:00:00 AM,-8E-05
2017 Oct 11 16:57:50 [9] INFO  - 10/19/2009 12:00:00 AM,-0.00084
2017 Oct 11 16:57:50 [9] INFO  - 10/20/2009 12:00:00 AM,0.00118
2017 Oct 11 16:57:50 [9] INFO  - 10/21/2009 12:00:00 AM,0.0026
2017 Oct 11 16:57:50 [9] INFO  - 10/22/2009 12:00:00 AM,0.00632
2017 Oct 11 16:57:50 [9] INFO  - 10/23/2009 12:00:00 AM,-0.00148
2017 Oct 11 16:57:50 [9] INFO  - 10/26/2009 12:00:00 AM,-0.00188
2017 Oct 11 16:57:50 [9] INFO  - 10/27/2009 12:00:00 AM,-0.00413
2017 Oct 11 16:57:50 [9] INFO  - 10/28/2009 12:00:00 AM,-0.00232
2017 Oct 11 16:57:50 [9] INFO  - 10/29/2009 12:00:00 AM,0.00286
2017 Oct 11 16:57:50 [9] INFO  - 10/30/2009 12:00:00 AM,-0.00384
2017 Oct 11 16:57:50 [9] INFO  - 11/2/2009 12:00:00 AM,-0.00315
2017 Oct 11 16:57:50 [9] INFO  - 11/3/2009 12:00:00 AM,0.00083
2017 Oct 11 16:57:50 [9] INFO  - 11/4/2009 12:00:00 AM,0.00499
2017 Oct 11 16:57:50 [9] INFO  - 11/5/2009 12:00:00 AM,-0.00395
2017 Oct 11 16:57:50 [9] INFO  - 11/6/2009 12:00:00 AM,0.00578
2017 Oct 11 16:57:50 [9] INFO  - 11/9/2009 12:00:00 AM,0.001
2017 Oct 11 16:57:50 [9] INFO  - 11/10/2009 12:00:00 AM,0.00237
2017 Oct 11 16:57:50 [9] INFO  - 11/11/2009 12:00:00 AM,0.00159
2017 Oct 11 16:57:50 [9] INFO  - 11/12/2009 12:00:00 AM,-0.00188
2017 Oct 11 16:57:50 [9] INFO  - 11/13/2009 12:00:00 AM,-0.00304
2017 Oct 11 16:57:50 [9] INFO  - 11/16/2009 12:00:00 AM,-0.00048
2017 Oct 11 16:57:50 [9] INFO  - 11/17/2009 12:00:00 AM,-0.00551
2017 Oct 11 16:57:50 [9] INFO  - 11/18/2009 12:00:00 AM,0.00107
2017 Oct 11 16:57:50 [9] INFO  - 11/19/2009 12:00:00 AM,-0.00408
2017 Oct 11 16:57:50 [9] INFO  - 11/20/2009 12:00:00 AM,-0.0028
2017 Oct 11 16:57:50 [9] INFO  - 11/23/2009 12:00:00 AM,-0.0018
2017 Oct 11 16:57:50 [9] INFO  - 11/24/2009 12:00:00 AM,0.00322
2017 Oct 11 16:57:50 [9] INFO  - 11/25/2009 12:00:00 AM,0.00025
2017 Oct 11 16:57:50 [9] INFO  - 11/27/2009 12:00:00 AM,0.00219
2017 Oct 11 16:57:50 [9] INFO  - 11/30/2009 12:00:00 AM,-0.00066
2017 Oct 11 16:57:50 [9] INFO  - 12/1/2009 12:00:00 AM,-0.003
2017 Oct 11 16:57:50 [9] INFO  - 12/2/2009 12:00:00 AM,-0.00226
2017 Oct 11 16:57:50 [9] INFO  - 12/3/2009 12:00:00 AM,-0.0012
2017 Oct 11 16:57:50 [9] INFO  - 12/4/2009 12:00:00 AM,-0.00198
2017 Oct 11 16:57:50 [9] INFO  - 12/7/2009 12:00:00 AM,-0.00062
2017 Oct 11 16:57:50 [9] INFO  - 12/8/2009 12:00:00 AM,-0.00104
2017 Oct 11 16:57:50 [9] INFO  - 12/9/2009 12:00:00 AM,-0.00135
2017 Oct 11 16:57:50 [9] INFO  - 12/10/2009 12:00:00 AM,-0.00092
2017 Oct 11 16:57:50 [9] INFO  - 12/11/2009 12:00:00 AM,-0.0043
2017 Oct 11 16:57:50 [9] INFO  - 12/14/2009 12:00:00 AM,0.00327
2017 Oct 11 16:57:50 [9] INFO  - 12/15/2009 12:00:00 AM,0.0023
2017 Oct 11 16:57:50 [9] INFO  - 12/16/2009 12:00:00 AM,0.00575
2017 Oct 11 16:57:50 [9] INFO  - 12/17/2009 12:00:00 AM,-0.00322
2017 Oct 11 16:57:50 [9] INFO  - 12/18/2009 12:00:00 AM,-0.00322
2017 Oct 11 16:57:50 [9] INFO  - 12/21/2009 12:00:00 AM,0.00082
2017 Oct 11 16:57:50 [9] INFO  - 12/22/2009 12:00:00 AM,0.00193
2017 Oct 11 16:57:50 [9] INFO  - 12/23/2009 12:00:00 AM,0.00101
2017 Oct 11 16:57:50 [9] INFO  - 12/24/2009 12:00:00 AM,-0.00198
2017 Oct 11 16:57:50 [9] INFO  - 12/28/2009 12:00:00 AM,-0.00301
2017 Oct 11 16:57:50 [9] INFO  - 12/29/2009 12:00:00 AM,-0.00099
2017 Oct 11 16:57:50 [9] INFO  - 12/30/2009 12:00:00 AM,9E-05
2017 Oct 11 16:57:50 [9] INFO  - 12/31/2009 12:00:00 AM,0.00294
2017 Oct 11 16:57:50 [9] INFO  - 1/4/2010 12:00:00 AM,0.00166
2017 Oct 11 16:57:50 [9] INFO  - 1/5/2010 12:00:00 AM,0.01006
2017 Oct 11 16:57:50 [9] INFO  - 1/6/2010 12:00:00 AM,0.00313
2017 Oct 11 16:57:50 [9] INFO  - 1/7/2010 12:00:00 AM,0.00229
2017 Oct 11 16:57:50 [9] INFO  - 1/8/2010 12:00:00 AM,0.00409
2017 Oct 11 16:57:50 [9] INFO  - 1/11/2010 12:00:00 AM,0.00158
2017 Oct 11 16:57:50 [9] INFO  - 1/12/2010 12:00:00 AM,-0.00132
2017 Oct 11 16:57:50 [9] INFO  - 1/13/2010 12:00:00 AM,0.00053
2017 Oct 11 16:57:50 [9] INFO  - 1/14/2010 12:00:00 AM,-0.00228
2017 Oct 11 16:57:50 [9] INFO  - 1/15/2010 12:00:00 AM,-0.00326
2017 Oct 11 16:57:50 [9] INFO  - 1/19/2010 12:00:00 AM,0.00086
2017 Oct 11 16:57:50 [9] INFO  - 1/20/2010 12:00:00 AM,-0.00121
2017 Oct 11 16:57:50 [9] INFO  - 1/21/2010 12:00:00 AM,0.00886
2017 Oct 11 16:57:50 [9] INFO  - 1/22/2010 12:00:00 AM,0.00412
2017 Oct 11 16:57:50 [9] INFO  - 1/25/2010 12:00:00 AM,-0.00284
2017 Oct 11 16:57:50 [9] INFO  - 1/26/2010 12:00:00 AM,-0.00061
2017 Oct 11 16:57:50 [9] INFO  - 1/27/2010 12:00:00 AM,-0.0061
2017 Oct 11 16:57:50 [9] INFO  - 1/28/2010 12:00:00 AM,0.00153
2017 Oct 11 16:57:50 [9] INFO  - 1/29/2010 12:00:00 AM,0.00521
2017 Oct 11 16:57:50 [9] INFO  - 2/1/2010 12:00:00 AM,0.00186
